-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
     300.0000      9.8996        -90.4523      -108.1897     59.1246       0.0198        -0.1182       
     600.0000      14.4973       -86.7710      -127.2374     67.4440       3.7010        -19.1659      
     800.0000      16.5729       -83.6480      -141.1855     71.9219       6.8241        -33.1140      
     1000.0000     18.1173       -80.1802      -155.9649     75.7847       10.2919       -47.8934      
     1200.0000     19.1620       -76.4490      -171.4688     79.1832       14.0231       -63.3973      
     1400.0000     20.0225       -72.5277      -187.6130     82.2038       17.9444       -79.5415      
     1600.0000     20.7230       -68.4506      -204.3304     84.9249       22.0214       -96.2589      
     1800.0000     21.2859       -64.2476      -221.5666     87.3994       26.2244       -113.4951     
     2000.0000     21.7320       -59.9441      -239.2763     89.6661       30.5280       -131.2048     
     2200.0000     22.0807       -55.5613      -257.4212     91.7545       34.9107       -149.3497     
     2400.0000     22.3492       -51.1171      -275.9678     93.6878       39.3549       -167.8963     
     2600.0000     22.5535       -46.6259      -294.8872     95.4851       43.8461       -186.8157     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE OCHO
 ====================================================================================================
   Elemental Composition:
     C 1.0000
     O 2.0000
     H 1.0000
   Formation Enthalpy at 298K =          -30.9972 kcal/mol
   Formation Free Gibbs Energy at 298K = -49.1515 kcal/mol
   Molecular Weight =                    45.0170 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      10.0458       -30.9771      -49.2734      60.9877       0.0201        -0.1219       
     600.0000      13.0945       -27.5067      -68.8365      68.8829       3.4905        -19.6850      
     800.0000      14.7149       -24.7167      -83.0246      72.8849       6.2804        -33.8731      
     1000.0000     15.9775       -21.6464      -97.9517      76.3054       9.3508        -48.8002      
     1200.0000     16.8729       -18.3585      -113.5187     79.3002       12.6387       -64.3671      
     1400.0000     17.6060       -14.9080      -129.6494     81.9581       16.0891       -80.4979      
     1600.0000     18.1979       -11.3255      -146.2842     84.3492       19.6717       -97.1326      
     1800.0000     18.6679       -7.6370       -163.3745     86.5208       23.3602       -114.2230     
     2000.0000     19.0343       -3.8652       -180.8802     88.5075       27.1320       -131.7287     
     2200.0000     19.3137       -0.0291       -198.7669     90.3354       30.9681       -149.6154     
     2400.0000     19.5214       3.8555        -217.0052     92.0253       34.8527       -167.8536     
     2600.0000     19.6714       7.7756        -235.5690     93.5941       38.7728       -186.4175     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H6
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 6.0000
   Formation Enthalpy at 298K =          -20.0407 kcal/mol
   Formation Free Gibbs Energy at 298K = -36.3630 kcal/mol
   Molecular Weight =                    30.0700 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      12.5989       -20.0156      -36.4727      54.8570       0.0251        -0.1096       
     600.0000      21.3594       -14.9010      -54.6934      66.3207       5.1397        -18.3304      
     800.0000      25.8035       -10.1595      -68.6477      73.1102       9.8812        -32.2846      
     1000.0000     29.3195       -4.6460       -83.8933      79.2473       15.3947       -47.5303      
     1200.0000     31.7967       1.4734        -100.3093     84.8189       21.5141       -63.9463      
     1400.0000     33.8344       8.0433        -117.7869     89.8787       28.0841       -81.4238      
     1600.0000     35.4906       14.9817       -136.2322     94.5087       35.0225       -99.8692      
     1800.0000     36.8188       22.2177       -155.5657     98.7686       42.2584       -119.2027     
     2000.0000     37.8690       29.6907       -175.7181     102.7044      49.7314       -139.3550     
